y_train,ypred_train
0.0051192674191678075,0.999864
0.0023752784596167953,0.99987525
0.003141038656014667,0.9998751
0.0016398509304189931,0.9998672
-0.0013754076012470842,0.9998557
-0.003409764757333529,0.99985236
0.0022404934310203033,0.9998529
0.0006235246882614633,0.9998635
0.0019109533280515074,0.999872
0.001330028386058585,0.9998842
-0.00455913987497876,0.9998903
-0.001781923983194747,0.99989384
0.0005743985808131037,0.9998886
-0.003873013141440083,0.9998773
0.004029238201781768,0.99988127
0.003090953839513929,0.9998781
0.0003182599418029628,0.9998772
-0.0001038024587245264,0.9998821
0.0018182189554507046,0.99987954
-0.005858565433963264,0.99987
-0.002373345099457341,0.99987286
0.001145365491469057,0.99986184
-7.827647268477227e-05,0.99986583
0.0019345735799520293,0.99987876
-0.004185233965237385,0.99988335
-0.005000694332920022,0.9998837
0.0009510232097781828,0.9998953
-0.003718067714712197,0.9998831
-0.0012042388878583967,0.99987733
0.0016359999868207696,0.9998809
-0.0016124572530310493,0.9998797
0.003786423858871426,0.9998812
-0.000539708762849291,0.9998822
-0.00024921579716677986,0.9998755
-0.002945714062492431,0.9998745
0.003705829767193314,0.99986756
-0.00031966706181539654,0.9998562
-0.003468757626121918,0.9998654
0.008840057878597886,0.99986935
-0.010111036853388152,0.99987054
-0.005084928106331036,0.9998779
0.010716661271092385,0.9998832
-0.0015136777173545613,0.9998716
-0.0025075307899833322,0.99988097
-0.003910782252461329,0.9998803
0.0004207305643865505,0.99987197
-0.00236450533990075,0.99988776
-0.00022202437941068744,0.9998808
-0.010699770136536236,0.99986386
0.0004023940512249454,0.9998883
-0.009824884320499742,0.9998916
-0.0034195106739771212,0.99988276
0.007341601808372195,0.99989295
0.00493642769617746,0.9999015
0.0032537102859520016,0.9998833
-0.0017534184494104568,0.9998862
0.0025449087359808165,0.99986565
-0.0029396183548000363,0.9998667
-0.0028739208943942786,0.99984217
0.002356813652438196,0.99983114
-0.0013207166185057002,0.99984187
0.0011119876555395654,0.9998679
-0.0020164805151352367,0.9998743
0.0008078214845013089,0.9998861
-0.0029862698095261555,0.99989635
-0.010139440191660071,0.99988747
-0.005762924190990763,0.9998805
-0.011930310184522926,0.9998845
0.00893111004496285,0.9998909
-0.003578258816866869,0.99989074
-0.016774023318158172,0.99989617
0.0007588603877248793,0.9999074
0.0014074741561695369,0.99990433
-0.002932547623466976,0.9998915
-0.005077186325844424,0.9998877
0.00041677755065972166,0.9998691
-0.004824338044487625,0.9998771
-0.011005299621957348,0.99987805
-0.00520138844971331,0.99986434
0.0042686937447705955,0.9998743
0.010345294692349282,0.9998914
0.006508094582888333,0.9998723
-0.003999367814961453,0.9998621
-0.0026800723915528482,0.9998837
0.010116088171805732,0.99987125
0.002286444704000273,0.9998344
0.002216667139331164,0.99981683
-0.0037814891251568062,0.99982756
0.020028402441771176,0.9998437
-0.0039970714001902365,0.9998516
0.0019813657871918006,0.999865
0.025421209726070888,0.9998641
-0.0008920785590738953,0.9998648
0.009461850070131622,0.99984604
-0.011133912260446693,0.9998347
0.006479962956870769,0.99982363
-0.001187619202586344,0.999868
0.008245906320823313,0.99985117
0.003992192786235064,0.9998418
-0.006298195898627786,0.9998925
0.0012576930170013312,0.99989814
-0.006024785467915715,0.9998959
0.005500232902045549,0.999889
0.0036735679908823757,0.9999011
0.0035018689285562393,0.99986804
-0.003820849331211181,0.9998822
-0.0047842236560621774,0.99987984
-0.003997285750879188,0.99988484
-0.002295040178645181,0.9998834
0.0013652158486011162,0.9998774
0.005207299171225557,0.9998774
-0.000531682454601125,0.9998763
-4.570940633719929e-05,0.9998919
-0.006593708717281015,0.9998854
-0.004681718625347556,0.9998886
-0.0030442982629182674,0.9998768
0.005434667129253774,0.9998695
-0.00017611928277487478,0.9998627
0.003422180859364525,0.99987906
0.0012897885754165866,0.9998824
-0.0044814773238417245,0.9998875
0.002550981873460028,0.99988097
0.010014456643902972,0.99987036
-0.00366502016168766,0.9998454
-0.0024126062762171068,0.9998567
0.003809919174580253,0.9998527
0.0035621475529459233,0.99986416
-0.0003086638344771778,0.9998726
-0.010614504274024213,0.9998717
0.0009844365831412347,0.9998695
0.0008055817528234812,0.99988794
-0.0008055817528234749,0.9998808
-0.0015507628168089985,0.9998778
-0.003058910217487192,0.99989325
0.002411574943338439,0.9998969
0.004084939687005443,0.9998873
-0.003458964164709818,0.99987376
-0.012009630306696552,0.9998797
0.013533889737631536,0.99987966
-0.0015252824480052082,0.99986535
-0.00474278046810856,0.99986327
-0.005972749406089601,0.9998756
-0.003898667417128178,0.99987924
0.005409874779372744,0.9998839
-0.00429890727033126,0.9998848
0.0009544477443127144,0.99986565
0.0036206673621075798,0.9998931
0.001982631823198595,0.99988747
0.0005711105788378226,0.9998722
-0.005099591078196815,0.99986637
0.00025239378253810095,0.99987495
-0.0009207840860728336,0.9998627
0.003205657036209145,0.9998545
-0.0006626401006450362,0.9998609
-0.0024747680655472803,0.9998769
0.0011530214812909801,0.9998859
0.0037711988686292735,0.99988115
0.0030457544739629578,0.9998772
-0.0033137377062812047,0.9998764
0.001347897164310732,0.9998691
0.003585171431325604,0.999869
0.003289273704886805,0.999864
-0.0017296167531954056,0.99986494
-0.0017897233599709344,0.9998662
